Election_ID,block_id,account_id,stake,event,Timestamp,remarks
1,,node_0051,17513,init,2026-07-26 00:35:29,CBP(backup) rank 1
1,,node_0424,17426,init,2026-07-26 00:35:29,CBP(backup) rank 2
1,,node_0230,17167,init,2026-07-26 00:35:29,CBP(backup) rank 3
1,,node_0334,17109,init,2026-07-26 00:35:29,CBP(backup) rank 4
1,,node_0034,16631,init,2026-07-26 00:35:29,CBP(backup) rank 5
1,,node_0465,16522,init,2026-07-26 00:35:29,CBP(backup) rank 6
1,,node_0270,16389,init,2026-07-26 00:35:29,CBP(backup) rank 7
1,,node_0044,16368,init,2026-07-26 00:35:29,CBP(backup) rank 8
1,,node_0351,16093,init,2026-07-26 00:35:29,CBP(backup) rank 9
1,,node_0253,15857,init,2026-07-26 00:35:29,CBP(backup) rank 10
1,,node_0077,15765,init,2026-07-26 00:35:29,CBP(backup) rank 11
1,,node_0049,15687,init,2026-07-26 00:35:29,CBP(backup) rank 12
1,,node_0295,15528,init,2026-07-26 00:35:29,CBP(backup) rank 13
1,,node_0484,15430,init,2026-07-26 00:35:29,CBP(backup) rank 14
1,,node_0157,15185,init,2026-07-26 00:35:29,CBP(backup) rank 15
1,,node_0480,15146,init,2026-07-26 00:35:29,CBP(backup) rank 16
1,,node_0313,15036,init,2026-07-26 00:35:29,CBP(backup) rank 17
1,,node_0020,15022,init,2026-07-26 00:35:29,CBP(backup) rank 18
1,,node_0104,14885,init,2026-07-26 00:35:29,CBP(backup) rank 19
1,,node_0201,14781,init,2026-07-26 00:35:29,CBP(backup) rank 20
1,,node_0269,14663,init,2026-07-26 00:35:29,CBP(backup) rank 21
1,,node_0066,14619,init,2026-07-26 00:35:29,CBP(backup) rank 22
1,,node_0263,14548,init,2026-07-26 00:35:29,CBP(backup) rank 23
1,,node_0052,14360,init,2026-07-26 00:35:29,CBP(backup) rank 24
1,,node_0108,14223,init,2026-07-26 00:35:29,CBP(backup) rank 25
1,,node_0285,14043,init,2026-07-26 00:35:29,CBP(backup) rank 26
1,,node_0282,13814,init,2026-07-26 00:35:29,CBP(backup) rank 27
1,,node_0293,13586,init,2026-07-26 00:35:29,CBP(backup) rank 28
1,,node_0482,13346,init,2026-07-26 00:35:29,CBP(backup) rank 29
1,,node_0367,13226,init,2026-07-26 00:35:29,CBP(backup) rank 30
1,,node_0352,13205,init,2026-07-26 00:35:29,CBP(backup) rank 31
1,,node_0388,13134,init,2026-07-26 00:35:29,CBP(backup) rank 32
1,,node_0228,12795,init,2026-07-26 00:35:29,CBP(backup) rank 33
1,,node_0471,12753,init,2026-07-26 00:35:29,CBP(backup) rank 34
1,,node_0179,12722,init,2026-07-26 00:35:29,CBP(backup) rank 35
1,,node_0267,12679,init,2026-07-26 00:35:29,CBP(backup) rank 36
1,,node_0487,12673,init,2026-07-26 00:35:29,CBP(backup) rank 37
1,,node_0379,12380,init,2026-07-26 00:35:29,CBP(backup) rank 38
1,,node_0223,12286,init,2026-07-26 00:35:29,CBP(backup) rank 39
1,,node_0127,12285,init,2026-07-26 00:35:29,CBP(backup) rank 40
1,,node_0347,12171,init,2026-07-26 00:35:29,CBP(backup) rank 41
1,,node_0003,12154,init,2026-07-26 00:35:29,CBP(backup) rank 42
1,,node_0408,12144,init,2026-07-26 00:35:29,CBP(backup) rank 43
1,,node_0477,11967,init,2026-07-26 00:35:29,CBP(backup) rank 44
1,,node_0170,11885,init,2026-07-26 00:35:29,CBP(backup) rank 45
1,,node_0063,11637,init,2026-07-26 00:35:29,CBP(backup) rank 46
1,,node_0366,11524,init,2026-07-26 00:35:29,CBP(backup) rank 47
1,,node_0304,11510,init,2026-07-26 00:35:29,CBP(backup) rank 48
1,,node_0154,11490,init,2026-07-26 00:35:29,CBP(backup) rank 49
1,,node_0425,11456,init,2026-07-26 00:35:29,CBP(backup) rank 50
1,,node_0130,11452,init,2026-07-26 00:35:29,CBP(backup) rank 51
1,,node_0207,11357,init,2026-07-26 00:35:29,CBP(backup) rank 52
1,,node_0038,11328,init,2026-07-26 00:35:29,CBP(backup) rank 53
