Reward_dist_id,Block_id,type,account_id,self.stake,pd_reward_stake,closing_stake,remarks
52,block_0004,PDDPoS,node_0060,8794.0,44.75,8838.75,voter pd share
53,block_0004,PDDPoS,node_0489,6928.0,35.14,6963.14,voter pd share
54,block_0004,PDDPoS,node_0100,8334.0,43.54,8377.54,voter pd share
55,block_0004,PDDPoS,node_0404,204.0,0.81,204.81,voter pd share
56,block_0004,PDDPoS,node_0101,1650.0,9.05,1659.05,voter pd share
57,block_0004,PDDPoS,node_0045,1787.0,11.09,1798.09,voter pd share
58,block_0004,PDDPoS,node_0128,7128.0,42.76,7170.76,voter pd share
59,block_0004,PDDPoS,node_0295,8306.0,53.5,8359.5,voter pd share
60,block_0004,PDDPoS,node_0070,889.0,5.72,894.72,voter pd share
61,block_0004,PDDPoS,node_0033,1750.0,12.19,1762.19,voter pd share
62,block_0004,PDDPoS,node_0344,1802.0,12.05,1814.05,voter pd share
63,block_0004,PDDPoS,node_0484,8503.0,146.0,8649.0,self 20% + leftover
64,block_0005,PDDPoS,node_0163,2437.0,10.15,2447.15,voter pd share
65,block_0005,PDDPoS,node_0049,7885.0,35.03,7920.03,voter pd share
66,block_0005,PDDPoS,node_0021,2988.0,13.0,3001.0,voter pd share
67,block_0005,PDDPoS,node_0395,2008.0,9.53,2017.53,voter pd share
68,block_0005,PDDPoS,node_0040,8395.0,40.49,8435.49,voter pd share
69,block_0005,PDDPoS,node_0085,6809.0,45.47,6854.47,voter pd share
70,block_0005,PDDPoS,node_0342,5853.0,44.28,5897.28,voter pd share
71,block_0005,PDDPoS,node_0494,7702.0,59.39,7761.39,voter pd share
72,block_0005,PDDPoS,node_0457,9986.0,80.24,10066.24,voter pd share
73,block_0005,PDDPoS,node_0202,2942.0,23.92,2965.92,voter pd share
74,block_0005,PDDPoS,node_0170,6966.0,69.69,7035.69,voter pd share
75,block_0005,PDDPoS,node_0231,9477.0,116.83,9593.83,voter pd share
76,block_0005,PDDPoS,node_0376,8376.0,227.97,8603.97,self 20% + leftover
77,block_0006,PDDPoS,node_0354,6679.0,31.68,6710.68,voter pd share
78,block_0006,PDDPoS,node_0124,1933.0,10.13,1943.13,voter pd share
79,block_0006,PDDPoS,node_0221,5117.0,30.48,5147.48,voter pd share
80,block_0006,PDDPoS,node_0444,8418.0,51.34,8469.34,voter pd share
81,block_0006,PDDPoS,node_0158,7882.0,50.1,7932.1,voter pd share
82,block_0006,PDDPoS,node_0136,9054.0,61.44,9115.44,voter pd share
83,block_0006,PDDPoS,node_0140,9384.0,73.62,9457.62,voter pd share
84,block_0006,PDDPoS,node_0080,8213.0,67.67,8280.67,voter pd share
85,block_0006,PDDPoS,node_0200,1678.0,15.34,1693.34,voter pd share
86,block_0006,PDDPoS,node_0266,6751.0,57.43,6808.43,voter pd share
87,block_0006,PDDPoS,node_0324,4570.0,42.77,4612.77,voter pd share
88,block_0006,PDDPoS,node_0253,9878.0,203.0,10081.0,self 20% + leftover
89,block_0007,PDDPoS,node_0148,7462.0,26.73,7488.73,voter pd share
90,block_0007,PDDPoS,node_0082,2884.0,11.01,2895.01,voter pd share
91,block_0007,PDDPoS,node_0396,783.0,3.48,786.48,voter pd share
92,block_0007,PDDPoS,node_0227,316.0,1.13,317.13,voter pd share
93,block_0007,PDDPoS,node_0282,7669.0,52.07,7721.07,voter pd share
94,block_0007,PDDPoS,node_0265,6586.0,49.29,6635.29,voter pd share
95,block_0007,PDDPoS,node_0104,9057.0,71.52,9128.52,voter pd share
96,block_0007,PDDPoS,node_0087,4028.0,33.33,4061.33,voter pd share
97,block_0007,PDDPoS,node_0229,9187.0,81.73,9268.73,voter pd share
98,block_0007,PDDPoS,node_0288,2514.0,22.44,2536.44,voter pd share
99,block_0007,PDDPoS,node_0305,3568.0,36.19,3604.19,voter pd share
100,block_0007,PDDPoS,node_0025,5217.0,50.71,5267.71,voter pd share
101,block_0007,PDDPoS,node_0300,5527.0,55.15,5582.15,voter pd share
102,block_0007,PDDPoS,node_0064,943.0,9.3,952.3,voter pd share
103,block_0007,PDDPoS,node_0480,8223.0,196.93,8419.93,self 20% + leftover
104,block_0008,PDDPoS,node_0307,7522.0,32.17,7554.17,voter pd share
105,block_0008,PDDPoS,node_0341,4422.0,22.53,4444.53,voter pd share
106,block_0008,PDDPoS,node_0017,1341.0,7.43,1348.43,voter pd share
107,block_0008,PDDPoS,node_0168,9576.0,69.99,9645.99,voter pd share
108,block_0008,PDDPoS,node_0408,6186.0,46.37,6232.37,voter pd share
109,block_0008,PDDPoS,node_0050,4431.0,33.51,4464.51,voter pd share
110,block_0008,PDDPoS,node_0027,3611.0,30.18,3641.18,voter pd share
111,block_0008,PDDPoS,node_0478,3263.0,32.39,3295.39,voter pd share
112,block_0008,PDDPoS,node_0389,6717.0,67.69,6784.69,voter pd share
113,block_0008,PDDPoS,node_0217,5040.0,54.2,5094.2,voter pd share
114,block_0008,PDDPoS,node_0490,3995.0,42.5,4037.5,voter pd share
115,block_0008,PDDPoS,node_0043,8968.0,102.44,9070.44,voter pd share
116,block_0008,PDDPoS,node_0352,9609.0,235.61,9844.61,self 20% + leftover
117,block_0009,PDDPoS,node_0353,6682.0,39.34,6721.34,voter pd share
118,block_0009,PDDPoS,node_0273,4470.0,27.27,4497.27,voter pd share
119,block_0009,PDDPoS,node_0214,7696.0,50.85,7746.85,voter pd share
120,block_0009,PDDPoS,node_0500,6559.0,47.77,6606.77,voter pd share
121,block_0009,PDDPoS,node_0309,5001.0,37.54,5038.54,voter pd share
122,block_0009,PDDPoS,node_0254,7177.0,62.82,7239.82,voter pd share
123,block_0009,PDDPoS,node_0180,4964.0,57.77,5021.77,voter pd share
124,block_0009,PDDPoS,node_0255,6538.0,83.99,6621.99,voter pd share
125,block_0009,PDDPoS,node_0375,8609.0,121.94,8730.94,voter pd share
126,block_0009,PDDPoS,node_0067,9037.0,247.71,9284.71,self 20% + leftover
127,block_0010,PDDPoS,node_0108,1979.0,11.16,1990.16,voter pd share
128,block_0010,PDDPoS,node_0281,8055.0,48.95,8103.95,voter pd share
129,block_0010,PDDPoS,node_0242,1654.0,12.65,1666.65,voter pd share
130,block_0010,PDDPoS,node_0246,9825.0,75.68,9900.68,voter pd share
131,block_0010,PDDPoS,node_0368,2048.0,16.86,2064.86,voter pd share
132,block_0010,PDDPoS,node_0472,10088.0,92.62,10180.62,voter pd share
133,block_0010,PDDPoS,node_0154,7445.0,71.6,7516.6,voter pd share
134,block_0010,PDDPoS,node_0207,7438.0,97.17,7535.17,voter pd share
135,block_0010,PDDPoS,node_0205,5267.0,68.09,5335.09,voter pd share
136,block_0010,PDDPoS,node_0086,4467.0,56.42,4523.42,voter pd share
137,block_0010,PDDPoS,node_0464,2187.0,28.37,2215.37,voter pd share
138,block_0010,PDDPoS,node_0367,4477.0,198.42,4675.42,self 20% + leftover
139,block_0011,PDDPoS,node_0123,8724.67,31.02,8755.69,voter pd share
140,block_0011,PDDPoS,node_0116,4483.5,16.31,4499.81,voter pd share
141,block_0011,PDDPoS,node_0416,9623.63,41.84,9665.47,voter pd share
142,block_0011,PDDPoS,node_0437,3378.71,17.77,3396.48,voter pd share
143,block_0011,PDDPoS,node_0244,2733.79,15.45,2749.24,voter pd share
144,block_0011,PDDPoS,node_0093,7522.16,47.32,7569.47,voter pd share
145,block_0011,PDDPoS,node_0467,5675.59,36.97,5712.56,voter pd share
146,block_0011,PDDPoS,node_0069,1340.02,8.49,1348.51,voter pd share
147,block_0011,PDDPoS,node_0179,5467.14,37.63,5504.77,voter pd share
148,block_0011,PDDPoS,node_0218,7608.41,58.5,7666.92,voter pd share
149,block_0011,PDDPoS,node_0334,8871.72,69.74,8941.46,voter pd share
150,block_0011,PDDPoS,node_0061,3978.6,32.14,4010.74,voter pd share
151,block_0011,PDDPoS,node_0048,8725.21,71.55,8796.76,voter pd share
152,block_0011,PDDPoS,node_0476,7492.86,176.26,7669.13,self 20% + leftover
153,block_0012,PDDPoS,node_0107,9654.55,48.17,9702.73,voter pd share
154,block_0012,PDDPoS,node_0167,6468.09,33.86,6501.95,voter pd share
155,block_0012,PDDPoS,node_0114,6703.55,36.93,6740.48,voter pd share
156,block_0012,PDDPoS,node_0441,5232.05,28.8,5260.85,voter pd share
157,block_0012,PDDPoS,node_0433,1431.07,7.59,1438.66,voter pd share
158,block_0012,PDDPoS,node_0029,4239.41,25.51,4264.92,voter pd share
159,block_0012,PDDPoS,node_0338,2432.06,15.08,2447.14,voter pd share
160,block_0012,PDDPoS,node_0177,7542.98,49.95,7592.93,voter pd share
161,block_0012,PDDPoS,node_0071,1366.28,10.35,1376.64,voter pd share
162,block_0012,PDDPoS,node_0486,7486.35,50.42,7536.77,voter pd share
163,block_0012,PDDPoS,node_0201,7561.16,60.18,7621.35,voter pd share
164,block_0012,PDDPoS,node_0053,7530.4,66.73,7597.13,voter pd share
165,block_0012,PDDPoS,node_0331,1283.77,14.71,1298.48,voter pd share
166,block_0012,PDDPoS,node_0319,4416.02,45.01,4461.03,voter pd share
167,block_0012,PDDPoS,node_0212,1409.08,16.35,1425.43,voter pd share
168,block_0012,PDDPoS,node_0387,7188.77,82.19,7270.96,voter pd share
169,block_0012,PDDPoS,node_0010,3614.39,184.17,3798.56,self 20% + leftover
170,block_0013,PDDPoS,node_0492,1814.37,5.61,1819.98,voter pd share
171,block_0013,PDDPoS,node_0391,6051.38,22.32,6073.71,voter pd share
172,block_0013,PDDPoS,node_0453,622.36,3.03,625.39,voter pd share
173,block_0013,PDDPoS,node_0366,5414.0,26.98,5440.98,voter pd share
174,block_0013,PDDPoS,node_0151,1705.3,9.38,1714.68,voter pd share
175,block_0013,PDDPoS,node_0261,4567.29,31.19,4598.48,voter pd share
176,block_0013,PDDPoS,node_0111,9310.4,66.01,9376.42,voter pd share
177,block_0013,PDDPoS,node_0174,2294.36,15.88,2310.24,voter pd share
178,block_0013,PDDPoS,node_0023,9369.66,72.77,9442.43,voter pd share
179,block_0013,PDDPoS,node_0257,7165.45,58.37,7223.83,voter pd share
180,block_0013,PDDPoS,node_0173,6753.23,55.52,6808.74,voter pd share
181,block_0013,PDDPoS,node_0189,10236.11,83.63,10319.74,voter pd share
182,block_0013,PDDPoS,node_0260,7799.97,68.04,7868.01,voter pd share
183,block_0013,PDDPoS,node_0343,9688.19,86.29,9774.48,voter pd share
184,block_0013,PDDPoS,node_0279,2569.91,171.99,2741.9,self 20% + leftover
185,block_0014,PDDPoS,node_0429,1409.68,5.2,1414.88,voter pd share
186,block_0014,PDDPoS,node_0038,5623.7,20.76,5644.46,voter pd share
187,block_0014,PDDPoS,node_0430,4058.34,17.03,4075.37,voter pd share
188,block_0014,PDDPoS,node_0084,9400.51,42.74,9443.25,voter pd share
189,block_0014,PDDPoS,node_0165,6798.16,37.91,6836.08,voter pd share
190,block_0014,PDDPoS,node_0060,8801.75,49.66,8851.41,voter pd share
191,block_0014,PDDPoS,node_0489,6782.14,39.0,6821.13,voter pd share
192,block_0014,PDDPoS,node_0100,8457.54,48.32,8505.86,voter pd share
193,block_0014,PDDPoS,node_0404,166.81,0.9,167.71,voter pd share
194,block_0014,PDDPoS,node_0101,1824.05,10.05,1834.1,voter pd share
195,block_0014,PDDPoS,node_0045,2020.09,12.31,2032.4,voter pd share
196,block_0014,PDDPoS,node_0128,7137.76,47.46,7185.22,voter pd share
197,block_0014,PDDPoS,node_0295,8174.5,59.38,8233.88,voter pd share
198,block_0014,PDDPoS,node_0070,692.72,6.34,699.06,voter pd share
199,block_0014,PDDPoS,node_0033,1954.19,13.53,1967.72,voter pd share
200,block_0014,PDDPoS,node_0344,1951.05,13.38,1964.43,voter pd share
201,block_0014,PDDPoS,node_0484,8650.0,162.04,8812.03,self 20% + leftover
202,block_0015,PDDPoS,node_0163,2228.15,10.17,2238.32,voter pd share
203,block_0015,PDDPoS,node_0049,8140.03,35.07,8175.1,voter pd share
204,block_0015,PDDPoS,node_0021,2925.0,13.02,2938.02,voter pd share
205,block_0015,PDDPoS,node_0395,1973.53,9.54,1983.07,voter pd share
206,block_0015,PDDPoS,node_0040,8505.49,40.54,8546.04,voter pd share
207,block_0015,PDDPoS,node_0085,6819.47,45.53,6865.0,voter pd share
208,block_0015,PDDPoS,node_0342,5982.28,44.34,6026.62,voter pd share
209,block_0015,PDDPoS,node_0494,7778.39,59.47,7837.86,voter pd share
210,block_0015,PDDPoS,node_0457,10011.24,80.34,10091.58,voter pd share
211,block_0015,PDDPoS,node_0202,2808.92,23.95,2832.87,voter pd share
212,block_0015,PDDPoS,node_0170,7100.69,69.78,7170.47,voter pd share
213,block_0015,PDDPoS,node_0231,9535.83,116.98,9652.81,voter pd share
214,block_0015,PDDPoS,node_0376,8478.97,228.27,8707.24,self 20% + leftover
215,block_0016,PDDPoS,node_0354,6599.68,35.46,6635.14,voter pd share
216,block_0016,PDDPoS,node_0124,1757.13,11.34,1768.47,voter pd share
217,block_0016,PDDPoS,node_0221,5126.48,34.12,5160.61,voter pd share
218,block_0016,PDDPoS,node_0444,8497.34,57.47,8554.81,voter pd share
219,block_0016,PDDPoS,node_0158,7674.1,56.08,7730.18,voter pd share
220,block_0016,PDDPoS,node_0136,8891.44,68.78,8960.22,voter pd share
221,block_0016,PDDPoS,node_0140,9411.62,82.41,9494.03,voter pd share
222,block_0016,PDDPoS,node_0080,8171.67,75.75,8247.42,voter pd share
223,block_0016,PDDPoS,node_0200,1870.34,17.17,1887.51,voter pd share
224,block_0016,PDDPoS,node_0266,6754.43,64.29,6818.72,voter pd share
225,block_0016,PDDPoS,node_0324,4614.77,47.87,4662.64,voter pd share
226,block_0016,PDDPoS,node_0253,9839.0,227.25,10066.25,self 20% + leftover
227,block_0017,PDDPoS,node_0148,7366.73,29.63,7396.36,voter pd share
228,block_0017,PDDPoS,node_0082,2851.01,12.2,2863.21,voter pd share
229,block_0017,PDDPoS,node_0396,559.48,3.86,563.34,voter pd share
230,block_0017,PDDPoS,node_0227,415.13,1.26,416.39,voter pd share
231,block_0017,PDDPoS,node_0282,7706.07,57.71,7763.78,voter pd share
232,block_0017,PDDPoS,node_0265,6775.29,54.63,6829.91,voter pd share
233,block_0017,PDDPoS,node_0104,8741.52,79.28,8820.8,voter pd share
234,block_0017,PDDPoS,node_0087,3915.33,36.95,3952.28,voter pd share
235,block_0017,PDDPoS,node_0229,8918.73,90.59,9009.31,voter pd share
236,block_0017,PDDPoS,node_0288,2576.44,24.87,2601.31,voter pd share
237,block_0017,PDDPoS,node_0305,3475.19,40.11,3515.3,voter pd share
238,block_0017,PDDPoS,node_0025,5373.71,56.21,5429.91,voter pd share
239,block_0017,PDDPoS,node_0300,5369.15,61.13,5430.27,voter pd share
240,block_0017,PDDPoS,node_0064,1017.3,10.31,1027.6,voter pd share
241,block_0017,PDDPoS,node_0480,8469.93,218.28,8688.2,self 20% + leftover
242,block_0018,PDDPoS,node_0307,7436.17,25.88,7462.05,voter pd share
243,block_0018,PDDPoS,node_0341,4497.53,18.12,4515.65,voter pd share
244,block_0018,PDDPoS,node_0017,1356.43,5.97,1362.4,voter pd share
245,block_0018,PDDPoS,node_0168,9634.99,56.29,9691.28,voter pd share
246,block_0018,PDDPoS,node_0408,5992.37,37.3,6029.67,voter pd share
247,block_0018,PDDPoS,node_0050,4465.51,26.95,4492.46,voter pd share
248,block_0018,PDDPoS,node_0027,3402.18,24.27,3426.45,voter pd share
249,block_0018,PDDPoS,node_0478,3464.39,26.06,3490.45,voter pd share
250,block_0018,PDDPoS,node_0389,7038.69,54.44,7093.13,voter pd share
251,block_0018,PDDPoS,node_0217,5050.2,43.59,5093.79,voter pd share
252,block_0018,PDDPoS,node_0490,3824.5,34.19,3858.69,voter pd share
253,block_0018,PDDPoS,node_0043,8825.44,82.4,8907.85,voter pd share
254,block_0018,PDDPoS,node_0352,9766.61,189.52,9956.13,self 20% + leftover
255,block_0019,PDDPoS,node_0353,6738.34,39.39,6777.74,voter pd share
256,block_0019,PDDPoS,node_0273,4466.27,27.31,4493.58,voter pd share
257,block_0019,PDDPoS,node_0214,7831.85,50.91,7882.76,voter pd share
258,block_0019,PDDPoS,node_0500,6641.77,47.83,6689.6,voter pd share
259,block_0019,PDDPoS,node_0309,4931.54,37.59,4969.13,voter pd share
260,block_0019,PDDPoS,node_0254,7406.82,62.9,7469.73,voter pd share
261,block_0019,PDDPoS,node_0180,4991.77,57.84,5049.61,voter pd share
262,block_0019,PDDPoS,node_0255,6341.99,84.09,6426.08,voter pd share
263,block_0019,PDDPoS,node_0375,8860.94,122.1,8983.03,voter pd share
264,block_0019,PDDPoS,node_0067,9345.71,248.03,9593.74,self 20% + leftover
265,block_0020,PDDPoS,node_0108,2117.16,9.37,2126.53,voter pd share
266,block_0020,PDDPoS,node_0281,8152.95,41.09,8194.04,voter pd share
267,block_0020,PDDPoS,node_0242,1614.65,10.62,1625.27,voter pd share
268,block_0020,PDDPoS,node_0246,9871.68,63.52,9935.2,voter pd share
269,block_0020,PDDPoS,node_0368,1983.86,14.15,1998.02,voter pd share
270,block_0020,PDDPoS,node_0472,10127.62,77.74,10205.36,voter pd share
271,block_0020,PDDPoS,node_0154,7484.6,60.09,7544.69,voter pd share
272,block_0020,PDDPoS,node_0207,7433.17,81.56,7514.73,voter pd share
273,block_0020,PDDPoS,node_0205,5552.09,57.15,5609.23,voter pd share
274,block_0020,PDDPoS,node_0086,4490.42,47.35,4537.77,voter pd share
275,block_0020,PDDPoS,node_0464,2105.37,23.82,2129.19,voter pd share
276,block_0020,PDDPoS,node_0367,4512.42,166.54,4678.95,self 20% + leftover
277,block_0021,PDDPoS,node_0123,8818.69,36.46,8855.15,voter pd share
278,block_0021,PDDPoS,node_0116,4667.81,19.17,4686.98,voter pd share
279,block_0021,PDDPoS,node_0416,9785.47,49.19,9834.66,voter pd share
280,block_0021,PDDPoS,node_0437,3413.48,20.89,3434.37,voter pd share
281,block_0021,PDDPoS,node_0244,2559.24,18.16,2577.4,voter pd share
282,block_0021,PDDPoS,node_0093,7669.47,55.62,7725.09,voter pd share
283,block_0021,PDDPoS,node_0467,5902.56,43.46,5946.02,voter pd share
284,block_0021,PDDPoS,node_0069,1593.51,9.98,1603.49,voter pd share
285,block_0021,PDDPoS,node_0179,5225.77,44.23,5270.0,voter pd share
286,block_0021,PDDPoS,node_0218,7562.92,68.77,7631.69,voter pd share
287,block_0021,PDDPoS,node_0334,8843.46,81.98,8925.44,voter pd share
288,block_0021,PDDPoS,node_0061,3977.74,37.78,4015.52,voter pd share
289,block_0021,PDDPoS,node_0048,8728.76,84.11,8812.87,voter pd share
290,block_0021,PDDPoS,node_0476,7835.13,207.2,8042.32,self 20% + leftover
291,block_0022,PDDPoS,node_0107,9837.73,33.71,9871.43,voter pd share
292,block_0022,PDDPoS,node_0167,6248.95,23.69,6272.64,voter pd share
293,block_0022,PDDPoS,node_0114,6795.48,25.84,6821.32,voter pd share
294,block_0022,PDDPoS,node_0441,5283.85,20.15,5304.0,voter pd share
295,block_0022,PDDPoS,node_0433,1154.66,5.31,1159.97,voter pd share
296,block_0022,PDDPoS,node_0029,4427.92,17.85,4445.77,voter pd share
297,block_0022,PDDPoS,node_0338,2510.14,10.55,2520.69,voter pd share
298,block_0022,PDDPoS,node_0177,7782.93,34.95,7817.88,voter pd share
299,block_0022,PDDPoS,node_0071,1590.64,7.24,1597.88,voter pd share
300,block_0022,PDDPoS,node_0486,7744.77,35.28,7780.06,voter pd share
301,block_0022,PDDPoS,node_0201,7816.35,42.11,7858.46,voter pd share
302,block_0022,PDDPoS,node_0053,7915.13,46.69,7961.83,voter pd share
303,block_0022,PDDPoS,node_0331,1115.48,10.29,1125.77,voter pd share
304,block_0022,PDDPoS,node_0319,4587.03,31.5,4618.52,voter pd share
305,block_0022,PDDPoS,node_0212,1579.43,11.44,1590.87,voter pd share
306,block_0022,PDDPoS,node_0387,7126.96,57.51,7184.47,voter pd share
307,block_0022,PDDPoS,node_0010,3722.56,128.87,3851.43,self 20% + leftover
308,block_0023,PDDPoS,node_0492,1751.98,4.94,1756.92,voter pd share
309,block_0023,PDDPoS,node_0391,5782.71,19.65,5802.36,voter pd share
310,block_0023,PDDPoS,node_0453,532.39,2.67,535.06,voter pd share
311,block_0023,PDDPoS,node_0366,5394.98,23.75,5418.73,voter pd share
312,block_0023,PDDPoS,node_0151,1819.68,8.26,1827.94,voter pd share
313,block_0023,PDDPoS,node_0261,4804.48,27.46,4831.94,voter pd share
314,block_0023,PDDPoS,node_0111,9243.42,58.11,9301.53,voter pd share
315,block_0023,PDDPoS,node_0174,2341.24,13.98,2355.22,voter pd share
316,block_0023,PDDPoS,node_0023,9323.43,64.06,9387.49,voter pd share
317,block_0023,PDDPoS,node_0257,7203.83,51.39,7255.21,voter pd share
318,block_0023,PDDPoS,node_0173,6793.74,48.87,6842.62,voter pd share
319,block_0023,PDDPoS,node_0189,10197.74,73.62,10271.36,voter pd share
320,block_0023,PDDPoS,node_0260,7776.01,59.89,7835.9,voter pd share
321,block_0023,PDDPoS,node_0343,9729.48,75.96,9805.44,voter pd share
322,block_0023,PDDPoS,node_0279,2802.9,151.4,2954.3,self 20% + leftover
323,block_0024,PDDPoS,node_0429,1523.88,6.9,1530.78,voter pd share
324,block_0024,PDDPoS,node_0038,5575.46,27.56,5603.02,voter pd share
325,block_0024,PDDPoS,node_0430,4099.37,22.61,4121.98,voter pd share
326,block_0024,PDDPoS,node_0084,9373.25,56.75,9430.0,voter pd share
327,block_0024,PDDPoS,node_0165,6914.08,50.34,6964.41,voter pd share
328,block_0024,PDDPoS,node_0060,8960.41,65.93,9026.34,voter pd share
329,block_0024,PDDPoS,node_0489,6915.13,51.77,6966.91,voter pd share
330,block_0024,PDDPoS,node_0100,8338.86,64.15,8403.02,voter pd share
331,block_0024,PDDPoS,node_0404,107.71,1.2,108.91,voter pd share
332,block_0024,PDDPoS,node_0101,1943.1,13.34,1956.45,voter pd share
333,block_0024,PDDPoS,node_0045,2012.4,16.34,2028.74,voter pd share
334,block_0024,PDDPoS,node_0128,7140.22,63.0,7203.22,voter pd share
335,block_0024,PDDPoS,node_0295,8265.88,78.83,8344.71,voter pd share
336,block_0024,PDDPoS,node_0070,550.06,8.42,558.48,voter pd share
337,block_0024,PDDPoS,node_0033,1789.72,17.97,1807.69,voter pd share
338,block_0024,PDDPoS,node_0344,2055.43,17.76,2073.19,voter pd share
339,block_0024,PDDPoS,node_0484,8940.03,215.13,9155.16,self 20% + leftover
340,block_0025,PDDPoS,node_0163,1938.32,8.33,1946.65,voter pd share
341,block_0025,PDDPoS,node_0049,8161.1,28.75,8189.85,voter pd share
342,block_0025,PDDPoS,node_0021,2907.02,10.67,2917.69,voter pd share
343,block_0025,PDDPoS,node_0395,2311.07,7.82,2318.9,voter pd share
344,block_0025,PDDPoS,node_0040,8527.04,33.24,8560.28,voter pd share
345,block_0025,PDDPoS,node_0085,7199.0,37.32,7236.32,voter pd share
346,block_0025,PDDPoS,node_0342,5814.62,36.35,5850.97,voter pd share
347,block_0025,PDDPoS,node_0494,7863.86,48.75,7912.62,voter pd share
348,block_0025,PDDPoS,node_0457,9972.58,65.87,10038.44,voter pd share
349,block_0025,PDDPoS,node_0202,2949.87,19.64,2969.51,voter pd share
350,block_0025,PDDPoS,node_0170,7169.47,57.21,7226.68,voter pd share
351,block_0025,PDDPoS,node_0231,9900.81,95.9,9996.72,voter pd share
352,block_0025,PDDPoS,node_0376,8452.24,187.14,8639.38,self 20% + leftover
353,block_0026,PDDPoS,node_0354,6751.14,35.23,6786.37,voter pd share
354,block_0026,PDDPoS,node_0124,1959.47,11.27,1970.74,voter pd share
355,block_0026,PDDPoS,node_0221,5051.61,33.91,5085.51,voter pd share
