Election_ID,Round,Block_id,scheduled_producer,actual_producer,n_tx,T_fees,subsidy,total_reward,self_keep,dist_to_voters,event,slashed,solidified,n_ignored
1,1,block_0001,node_0279,node_0279,419,419,128,547,120.65,426.35,normal,0.0,yes,0
1,1,block_0002,node_0476,node_0476,493,493,128,621,167.35,453.65,normal,0.0,yes,0
1,1,block_0003,node_0010,node_0010,477,477,128,605,141.36,463.64,normal,0.0,yes,0
1,1,block_0004,node_0484,node_0484,400,400,128,528,148.5,379.5,normal,0.0,yes,1
1,1,block_0005,node_0376,node_0376,648,648,128,776,218.41,557.59,normal,0.0,yes,2
1,1,block_0006,node_0253,node_0253,567,567,128,695,207.41,487.59,normal,0.0,yes,1
1,1,block_0007,node_0480,node_0480,573,573,128,701,202.54,498.46,normal,0.0,yes,2
1,1,block_0008,node_0352,node_0352,649,649,128,777,236.62,540.38,normal,0.0,yes,1
1,1,block_0009,node_0067,node_0067,649,649,128,777,237.75,539.25,normal,0.0,yes,1
1,1,block_0010,node_0367,node_0367,650,650,128,778,199.48,578.52,normal,0.0,yes,0
1,2,block_0011,node_0279,node_0279,533,533,128,661,145.79,515.21,normal,0.0,yes,1
1,2,block_0012,node_0476,node_0476,648,648,128,776,209.12,566.88,normal,0.0,yes,2
1,2,block_0013,node_0010,node_0010,649,649,128,777,181.55,595.45,normal,0.0,yes,1
1,2,block_0014,node_0484,node_0484,458,458,128,586,164.81,421.19,normal,0.0,yes,2
1,2,block_0015,node_0376,node_0376,649,649,128,777,218.69,558.31,normal,0.0,yes,1
1,2,block_0016,node_0253,node_0253,650,650,128,778,232.18,545.82,normal,0.0,yes,0
1,2,block_0017,node_0480,node_0480,649,649,128,777,224.5,552.5,normal,0.0,yes,1
1,2,block_0018,node_0352,node_0352,497,497,128,625,190.33,434.67,normal,0.0,yes,1
1,2,block_0019,node_0067,node_0067,650,650,128,778,238.06,539.94,normal,0.0,yes,0
1,2,block_0020,node_0367,node_0367,525,525,128,653,167.43,485.57,normal,0.0,yes,3
1,3,block_0021,node_0279,node_0279,649,649,128,777,171.37,605.63,normal,0.0,yes,1
1,3,block_0022,node_0476,node_0476,415,415,128,543,146.33,396.67,normal,0.0,yes,2
1,3,block_0023,node_0010,node_0010,556,556,128,684,159.82,524.18,normal,0.0,yes,0
1,3,block_0024,node_0484,node_0484,650,650,128,778,218.81,559.19,normal,0.0,yes,0
1,3,block_0025,node_0376,node_0376,509,509,128,637,179.28,457.72,normal,0.0,yes,0
1,3,block_0026,node_0253,node_0253,645,645,128,773,230.68,542.32,normal,0.0,yes,2
1,3,block_0027,node_0480,node_0480,643,643,128,771,222.76,548.24,normal,0.0,yes,0
1,3,block_0028,node_0352,node_0067,574,574,128,702,214.8,487.2,missed,0.0,yes,0
1,3,block_0029,node_0067,node_0067,650,650,128,778,238.06,539.94,normal,0.0,yes,0
1,3,block_0030,node_0367,node_0367,536,536,128,664,170.25,493.75,normal,0.0,yes,1
1,4,block_0031,node_0279,node_0279,535,535,128,663,146.23,516.77,normal,0.0,yes,0
1,4,block_0032,node_0476,node_0476,486,486,128,614,165.46,448.54,normal,0.0,yes,1
1,4,block_0033,node_0010,node_0010,649,649,128,777,181.55,595.45,normal,0.0,yes,1
1,4,block_0034,node_0484,node_0484,477,477,128,605,170.15,434.85,normal,0.0,yes,0
1,4,block_0035,node_0376,node_0376,439,439,128,567,159.58,407.42,normal,0.0,yes,0
1,4,block_0036,node_0253,node_0253,638,638,128,766,228.59,537.41,normal,0.0,yes,0
1,4,block_0037,node_0480,node_0480,485,485,128,613,177.11,435.89,normal,0.0,yes,1
1,4,block_0038,node_0466,node_0466,616,616,128,744,205.07,538.93,normal,0.0,yes,2
1,4,block_0039,node_0067,node_0067,629,629,128,757,231.63,525.37,normal,0.0,yes,1
1,4,block_0040,node_0367,node_0367,649,649,128,777,199.22,577.78,normal,0.0,yes,1
1,5,block_0041,node_0279,node_0279,646,646,128,774,170.71,603.29,normal,0.0,yes,0
1,5,block_0042,node_0476,node_0476,432,432,128,560,150.91,409.09,normal,0.0,yes,1
1,5,block_0043,node_0010,node_0010,406,406,128,534,124.77,409.23,normal,0.0,yes,0
1,5,block_0044,node_0484,node_0484,649,649,128,777,218.53,558.47,normal,0.0,yes,1
1,5,block_0045,node_0376,node_0376,650,650,128,778,218.97,559.03,normal,0.0,yes,0
1,5,block_0046,node_0253,node_0253,410,410,128,538,160.55,377.45,normal,0.0,yes,0
1,5,block_0047,node_0480,node_0480,582,582,128,710,205.14,504.86,normal,0.0,yes,1
1,5,block_0048,node_0466,node_0466,597,597,128,725,199.84,525.16,normal,0.0,yes,1
1,5,block_0049,node_0067,node_0067,550,550,128,678,207.46,470.54,normal,0.0,yes,0
1,5,block_0050,node_0367,node_0367,528,528,128,656,168.2,487.8,normal,0.0,yes,0
1,6,block_0051,node_0279,node_0279,650,650,128,778,171.6,606.4,normal,0.0,yes,0
