Election_ID,Round,Block_id,scheduled_producer,actual_producer,n_tx,T_fees,subsidy,total_reward,self_keep,dist_to_voters,event,slashed,solidified,n_ignored
1,1,block_0001,node_0315,node_0315,419,419,128,547,155.68,391.32,normal,0.0,yes,0
1,1,block_0002,node_0303,node_0303,493,493,128,621,188.12,432.88,normal,0.0,yes,0
1,1,block_0003,node_0003,node_0003,477,477,128,605,188.21,416.79,normal,0.0,yes,0
1,1,block_0004,node_0403,node_0403,400,400,128,528,142.46,385.54,normal,0.0,yes,1
1,1,block_0005,node_0039,node_0039,648,648,128,776,187.95,588.05,normal,0.0,yes,2
1,1,block_0006,node_0336,node_0336,567,567,128,695,196.99,498.01,normal,0.0,yes,1
1,1,block_0007,node_0103,node_0103,573,573,128,701,192.2,508.8,normal,0.0,yes,2
1,1,block_0008,node_0442,node_0442,649,649,128,777,266.9,510.1,normal,0.0,yes,1
1,1,block_0009,node_0463,node_0463,649,649,128,777,229.85,547.15,normal,0.0,yes,1
1,1,block_0010,node_0450,node_0450,650,650,128,778,233.36,544.64,normal,0.0,yes,0
1,1,block_0011,node_0383,node_0383,533,533,128,661,210.59,450.41,normal,0.0,yes,1
1,1,block_0012,node_0086,node_0086,648,648,128,776,220.13,555.87,normal,0.0,yes,2
1,1,block_0013,node_0194,node_0194,649,649,128,777,175.09,601.91,normal,0.0,yes,1
1,1,block_0014,node_0498,node_0498,458,458,128,586,138.93,447.07,normal,0.0,yes,2
1,1,block_0015,node_0209,node_0209,649,649,128,777,202.99,574.01,normal,0.0,yes,1
1,1,block_0016,node_0421,node_0421,650,650,128,778,272.55,505.45,normal,0.0,yes,0
1,1,block_0017,node_0497,node_0497,649,649,128,777,196.93,580.07,normal,0.0,yes,1
1,1,block_0018,node_0333,node_0333,497,497,128,625,249.18,375.82,normal,0.0,yes,1
1,1,block_0019,node_0425,node_0425,650,650,128,778,245.78,532.22,normal,0.0,yes,0
1,1,block_0020,node_0500,node_0500,525,525,128,653,232.19,420.81,normal,0.0,yes,3
1,1,block_0021,node_0352,node_0352,649,649,128,777,325.2,451.8,normal,0.0,yes,1
1,1,block_0022,node_0486,node_0486,415,415,128,543,199.65,343.35,normal,0.0,yes,2
1,1,block_0023,node_0494,node_0494,556,556,128,684,260.7,423.3,normal,0.0,yes,0
1,1,block_0024,node_0459,node_0459,650,650,128,778,240.95,537.05,normal,0.0,yes,0
1,1,block_0025,node_0120,node_0120,509,509,128,637,184.53,452.47,normal,0.0,yes,0
1,1,block_0026,node_0475,node_0475,645,645,128,773,228.58,544.42,normal,0.0,yes,2
1,1,block_0027,node_0479,node_0479,643,643,128,771,299.24,471.76,normal,0.0,yes,0
1,1,block_0028,node_0496,node_0067,574,574,128,702,297.19,404.81,missed,0.0,yes,0
1,1,block_0029,node_0067,node_0067,650,650,128,778,329.36,448.64,normal,0.0,yes,0
1,1,block_0030,node_0192,node_0192,536,536,128,664,293.74,370.26,normal,0.0,yes,1
1,2,block_0031,node_0315,node_0315,535,535,128,663,188.7,474.3,normal,0.0,yes,0
1,2,block_0032,node_0303,node_0303,486,486,128,614,186.0,428.0,normal,0.0,yes,1
1,2,block_0033,node_0003,node_0003,649,649,128,777,241.71,535.29,normal,0.0,yes,1
1,2,block_0034,node_0403,node_0403,477,477,128,605,163.24,441.76,normal,0.0,yes,0
1,2,block_0035,node_0039,node_0039,439,439,128,567,137.33,429.67,normal,0.0,yes,0
