Election_ID,Round,Block_id,scheduled_producer,actual_producer,n_tx,T_fees,subsidy,total_reward,self_keep,dist_to_voters,event,slashed,solidified,n_ignored
1,1,block_0001,node_0486,node_0486,419,419,128,547,198.21,348.79,normal,0.0,yes,0
1,1,block_0002,node_0303,node_0303,493,493,128,621,249.55,371.45,normal,0.0,yes,0
1,1,block_0003,node_0497,node_0497,477,477,128,605,155.98,449.02,normal,0.0,yes,0
1,1,block_0004,node_0494,node_0494,400,400,128,528,194.23,333.77,normal,0.0,yes,1
1,1,block_0005,node_0209,node_0209,648,648,128,776,238.01,537.99,normal,0.0,yes,2
1,1,block_0006,node_0442,node_0442,567,567,128,695,265.04,429.96,normal,0.0,yes,1
1,1,block_0007,node_0315,node_0315,573,573,128,701,298.15,402.85,normal,0.0,yes,2
1,1,block_0008,node_0403,node_0403,649,649,128,777,261.54,515.46,normal,0.0,yes,1
1,1,block_0009,node_0336,node_0336,649,649,128,777,248.15,528.85,normal,0.0,yes,1
1,1,block_0010,node_0383,node_0383,650,650,128,778,305.1,472.9,normal,0.0,yes,0
1,1,block_0011,node_0479,node_0479,533,533,128,661,238.16,422.84,normal,0.0,yes,1
1,1,block_0012,node_0450,node_0450,648,648,128,776,292.65,483.35,normal,0.0,yes,2
1,1,block_0013,node_0496,node_0496,649,649,128,777,185.6,591.4,normal,0.0,yes,1
1,1,block_0014,node_0194,node_0194,458,458,128,586,135.88,450.12,normal,0.0,yes,2
1,1,block_0015,node_0333,node_0333,649,649,128,777,361.28,415.72,normal,0.0,yes,1
1,1,block_0016,node_0201,node_0201,650,650,128,778,311.0,467.0,normal,0.0,yes,0
1,1,block_0017,node_0421,node_0421,649,649,128,777,336.99,440.01,normal,0.0,yes,1
1,1,block_0018,node_0425,node_0425,497,497,128,625,205.02,419.98,normal,0.0,yes,1
1,1,block_0019,node_0500,node_0500,650,650,128,778,312.23,465.77,normal,0.0,yes,0
1,1,block_0020,node_0475,node_0475,525,525,128,653,206.41,446.59,normal,0.0,yes,3
1,1,block_0021,node_0192,node_0192,649,649,128,777,359.8,417.2,normal,0.0,yes,1
1,1,block_0022,node_0103,node_0103,416,416,128,544,193.46,350.54,normal,0.0,yes,1
1,1,block_0023,node_0049,node_0049,556,556,128,684,280.02,403.98,normal,0.0,yes,0
1,1,block_0024,node_0077,node_0077,650,650,128,778,208.49,569.51,normal,0.0,yes,0
1,1,block_0025,node_0067,node_0067,509,509,128,637,286.62,350.38,normal,0.0,yes,0
1,1,block_0026,node_0039,node_0039,645,645,128,773,228.53,544.47,normal,0.0,yes,2
1,1,block_0027,node_0352,node_0352,643,643,128,771,379.57,391.43,normal,0.0,yes,0
1,1,block_0028,node_0020,node_0463,574,574,128,702,260.1,441.9,missed,0.0,yes,0
1,1,block_0029,node_0463,node_0463,650,650,128,778,288.26,489.74,normal,0.0,yes,0
1,1,block_0030,node_0003,node_0003,536,536,128,664,378.18,285.82,normal,0.0,yes,1
1,2,block_0031,node_0486,node_0486,535,535,128,663,240.25,422.75,normal,0.0,yes,0
1,2,block_0032,node_0303,node_0303,486,486,128,614,246.74,367.26,normal,0.0,yes,1
1,2,block_0033,node_0497,node_0497,649,649,128,777,200.33,576.67,normal,0.0,yes,1
1,2,block_0034,node_0494,node_0494,477,477,128,605,222.55,382.45,normal,0.0,yes,0
1,2,block_0035,node_0209,node_0209,439,439,128,567,173.91,393.09,normal,0.0,yes,0
1,2,block_0036,node_0442,node_0442,638,638,128,766,292.11,473.89,normal,0.0,yes,0
1,2,block_0037,node_0315,node_0315,485,485,128,613,260.72,352.28,normal,0.0,yes,1
1,2,block_0038,node_0403,node_0403,616,616,128,744,250.43,493.57,normal,0.0,yes,2
1,2,block_0039,node_0336,node_0336,629,629,128,757,241.76,515.24,normal,0.0,yes,1
1,2,block_0040,node_0383,node_0383,649,649,128,777,304.7,472.3,normal,0.0,yes,1
1,2,block_0041,node_0479,node_0479,646,646,128,774,278.88,495.12,normal,0.0,yes,0
